epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
139,11605.1,1.57118,1.09709,0.01174,0.77146,0.75186,0.78581,0.45423,1.56065,0.88886,0.01736,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446,0.016338,0.005446
140,11684,1.56685,1.08983,0.01181,0.76966,0.75122,0.78543,0.45433,1.56043,0.88918,0.01736,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413,0.016239,0.005413
141,11763,1.54481,1.07189,0.0122,0.76699,0.7529,0.78551,0.4546,1.55932,0.89066,0.01734,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538,0.01614,0.00538
142,11842,1.58496,1.11202,0.01197,0.76732,0.75367,0.78553,0.45469,1.55854,0.89147,0.01733,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347,0.016041,0.005347
143,11921.2,1.55726,1.09051,0.01179,0.77145,0.75186,0.78574,0.45478,1.55779,0.89104,0.0173,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
144,12000.3,1.55177,1.06384,0.01182,0.77114,0.75326,0.78635,0.45496,1.55843,0.88886,0.01732,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281,0.015843,0.005281
145,12079.5,1.57915,1.07689,0.01124,0.77249,0.75418,0.78684,0.45514,1.55886,0.88707,0.01732,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
146,12158.6,1.55565,1.07447,0.01158,0.77473,0.75197,0.78646,0.455,1.55913,0.88611,0.01732,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215,0.015645,0.005215
147,12237.5,1.5351,1.05655,0.01178,0.77537,0.75199,0.78671,0.45523,1.55975,0.88419,0.01734,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
148,12316.7,1.56421,1.07546,0.01166,0.77263,0.75278,0.78649,0.45509,1.55906,0.88507,0.01733,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
149,12396.2,1.56756,1.07762,0.01159,0.77066,0.75421,0.78652,0.45506,1.55946,0.88318,0.01735,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
150,12475.4,1.56233,1.08895,0.01165,0.77402,0.75225,0.7866,0.45512,1.55955,0.88249,0.01735,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083,0.015249,0.005083
151,12554.7,1.53722,1.06846,0.01143,0.77257,0.75204,0.78532,0.45474,1.55891,0.88303,0.01734,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
152,12634.4,1.54286,1.07176,0.01168,0.77607,0.751,0.78539,0.45497,1.5575,0.88485,0.01732,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017,0.015051,0.005017
153,12713.3,1.55341,1.07709,0.01162,0.77527,0.75168,0.78555,0.4553,1.55801,0.88423,0.01733,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
154,12792.3,1.55486,1.05853,0.01156,0.7781,0.75043,0.78522,0.45584,1.55752,0.88325,0.01733,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
155,12871.4,1.52971,1.05036,0.01182,0.77802,0.75061,0.78506,0.45495,1.55863,0.88189,0.01733,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
156,12950.5,1.54689,1.04939,0.01176,0.77555,0.75163,0.78519,0.45516,1.55857,0.88115,0.01735,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885,0.014655,0.004885
157,13029.6,1.55763,1.06329,0.01153,0.77935,0.75107,0.78551,0.45527,1.55833,0.88074,0.01735,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
158,13108.8,1.53077,1.02911,0.01114,0.77879,0.75111,0.78574,0.45506,1.55842,0.87946,0.01735,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819,0.014457,0.004819
159,13187.7,1.54119,1.0583,0.01135,0.77787,0.75166,0.78612,0.45515,1.55855,0.88024,0.01736,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
160,13266.8,1.55743,1.03949,0.01125,0.77451,0.75323,0.78599,0.45586,1.55823,0.88075,0.01736,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
161,13345.9,1.54079,1.0474,0.01142,0.77564,0.75251,0.78617,0.45606,1.55993,0.87783,0.0174,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
162,13425.2,1.5158,1.02764,0.01151,0.77541,0.75232,0.78564,0.45542,1.55984,0.88009,0.01739,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687,0.014061,0.004687
163,13504.3,1.51572,1.02388,0.01137,0.77506,0.75338,0.78646,0.45527,1.56013,0.87961,0.01741,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
164,13584.3,1.53586,1.03005,0.01136,0.77666,0.75287,0.7865,0.45532,1.55887,0.88039,0.0174,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621,0.013863,0.004621
165,13666.7,1.55731,1.02936,0.01099,0.77548,0.75282,0.78636,0.45521,1.55933,0.87964,0.0174,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588,0.013764,0.004588
166,13748.1,1.53064,1.01172,0.01152,0.77667,0.7509,0.78617,0.45527,1.55914,0.88038,0.01741,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
167,13828.8,1.55458,1.02941,0.01108,0.77743,0.75057,0.78592,0.4556,1.55899,0.8798,0.01741,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522,0.013566,0.004522
168,13910.3,1.52674,1.02113,0.01129,0.78181,0.74921,0.78631,0.45582,1.55846,0.87866,0.01739,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489,0.013467,0.004489
169,13991.9,1.53402,1.03743,0.01105,0.7826,0.74823,0.78625,0.45615,1.55856,0.87754,0.01738,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
170,14072,1.57209,1.03749,0.01094,0.78259,0.74862,0.78661,0.45644,1.55825,0.87796,0.01739,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423,0.013269,0.004423
171,14151.2,1.49927,0.99747,0.01129,0.78076,0.75027,0.78672,0.45657,1.55762,0.87768,0.01738,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439,0.01317,0.00439
172,14231.1,1.51361,1.01731,0.01116,0.77925,0.7524,0.7864,0.45624,1.5573,0.87973,0.01737,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
173,14310.7,1.5095,1.01843,0.01124,0.7804,0.75246,0.78607,0.45612,1.55786,0.87887,0.01737,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324,0.012972,0.004324
174,14390.4,1.49701,1.00942,0.01108,0.78165,0.75154,0.7858,0.45614,1.55752,0.8804,0.01737,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291,0.012873,0.004291
175,14470.5,1.52516,1.00764,0.0113,0.78182,0.75116,0.78615,0.45641,1.55657,0.88077,0.01736,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
176,14551.6,1.53405,1.00252,0.01089,0.78391,0.75048,0.78553,0.45652,1.55673,0.87952,0.01736,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225,0.012675,0.004225
177,14631.4,1.49299,0.9833,0.01104,0.78582,0.74998,0.78589,0.45699,1.55634,0.87918,0.01737,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192,0.012576,0.004192
178,14711.5,1.50863,0.99824,0.01077,0.78316,0.75092,0.78604,0.45696,1.55542,0.87992,0.01736,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
179,14791.2,1.51263,1.00245,0.01111,0.78016,0.7535,0.78577,0.45676,1.55503,0.87995,0.01735,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126,0.012378,0.004126
180,14870.5,1.52908,1.0019,0.01088,0.78122,0.7532,0.78557,0.45675,1.55506,0.87961,0.01734,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093,0.012279,0.004093
181,14949.7,1.51366,0.98863,0.01103,0.78012,0.75316,0.78553,0.45663,1.55453,0.881,0.01734,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
182,15029.1,1.5021,0.9812,0.01102,0.78267,0.75067,0.78527,0.45638,1.55506,0.88055,0.01734,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027,0.012081,0.004027
183,15108.4,1.50647,0.99394,0.01096,0.77884,0.75234,0.78509,0.45626,1.55475,0.88004,0.01733,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994,0.011982,0.003994
184,15187.7,1.49137,0.97372,0.01103,0.78059,0.75125,0.78492,0.45621,1.55406,0.88139,0.01733,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
185,15267.1,1.48478,0.96853,0.0109,0.78058,0.75194,0.78514,0.45617,1.55399,0.88138,0.01733,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928,0.011784,0.003928
186,15348.2,1.48362,0.96614,0.01086,0.78204,0.75089,0.78497,0.45647,1.55325,0.88171,0.01731,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895,0.011685,0.003895
187,15427.7,1.49881,0.96867,0.01101,0.78363,0.75011,0.78519,0.45678,1.55307,0.88086,0.01731,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
188,15507.3,1.46103,0.94795,0.01103,0.78308,0.75016,0.78463,0.45702,1.5519,0.88104,0.01728,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829,0.011487,0.003829
189,15586.7,1.48749,0.96186,0.01094,0.78695,0.74979,0.78478,0.45733,1.55259,0.87775,0.01728,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796,0.011388,0.003796
190,15665.9,1.4805,0.9641,0.01076,0.78628,0.75043,0.78437,0.457,1.55263,0.878,0.01728,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
191,15745.3,1.4811,0.97211,0.01076,0.78801,0.74984,0.78387,0.45664,1.55244,0.87849,0.01728,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373,0.01119,0.00373
192,15824.7,1.48229,0.97215,0.01098,0.78717,0.74991,0.78396,0.45693,1.55209,0.87899,0.01728,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697,0.011091,0.003697
193,15903.9,1.49595,0.95963,0.01083,0.78748,0.74927,0.7841,0.45714,1.55202,0.87894,0.01728,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
194,15983.6,1.49657,0.97492,0.01059,0.78536,0.7503,0.78435,0.45721,1.55189,0.88028,0.01727,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631,0.010893,0.003631
195,16063.7,1.45202,0.94886,0.01095,0.78693,0.75007,0.7844,0.45741,1.55177,0.88009,0.01727,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598,0.010794,0.003598
196,16143.1,1.46545,0.95573,0.01097,0.78686,0.7517,0.78491,0.45747,1.55168,0.88206,0.01727,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
197,16222.9,1.47501,0.94843,0.01055,0.78661,0.75189,0.78494,0.45785,1.55222,0.8808,0.01727,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532,0.010596,0.003532
198,16302.5,1.45396,0.92125,0.01078,0.78704,0.75126,0.78482,0.45773,1.55154,0.88122,0.01727,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499,0.010497,0.003499
199,16382.8,1.47814,0.95433,0.01088,0.78765,0.75074,0.78482,0.45757,1.55086,0.88169,0.01726,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
200,16462.9,1.47534,0.94292,0.01076,0.78601,0.75242,0.78519,0.45807,1.54987,0.88238,0.01725,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433,0.010299,0.003433
201,16542.9,1.47977,0.91907,0.0105,0.78757,0.75193,0.78552,0.45801,1.54959,0.88309,0.01725,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034,0.0102,0.0034
202,16623.9,1.45716,0.93208,0.01068,0.78612,0.752,0.78461,0.45789,1.54858,0.88496,0.01724,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
203,16704.7,1.47072,0.92672,0.01048,0.78667,0.75176,0.7848,0.458,1.5493,0.88352,0.01724,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334,0.010002,0.003334
204,16784.9,1.4541,0.93969,0.01036,0.78141,0.75513,0.78443,0.45795,1.54854,0.88503,0.01724,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301,0.009903,0.003301
205,16864.4,1.46489,0.9258,0.01033,0.78059,0.75424,0.78463,0.45816,1.54862,0.88474,0.01724,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
206,16943.6,1.44337,0.91111,0.01055,0.78115,0.75349,0.78458,0.45843,1.54812,0.8841,0.01723,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235,0.009705,0.003235
207,17022.6,1.46148,0.92754,0.0103,0.77795,0.75466,0.78445,0.45832,1.54815,0.88519,0.01723,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202,0.009606,0.003202
208,17101.7,1.43831,0.93608,0.01054,0.7767,0.75631,0.78446,0.45834,1.54697,0.88577,0.01722,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
209,17181,1.4549,0.91768,0.0103,0.77662,0.75619,0.78374,0.45853,1.54572,0.88801,0.01721,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136,0.009408,0.003136
210,17260.5,1.45867,0.91714,0.01043,0.77474,0.7564,0.78373,0.45866,1.54539,0.88847,0.0172,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103,0.009309,0.003103
211,17340,1.42301,0.90879,0.01049,0.77832,0.75415,0.78375,0.45897,1.5457,0.88945,0.0172,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
212,17419.2,1.44411,0.88523,0.01027,0.77797,0.7547,0.78415,0.45911,1.54524,0.88835,0.0172,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037,0.009111,0.003037
213,17498.7,1.42704,0.88026,0.01049,0.7791,0.75469,0.78428,0.45956,1.54526,0.88827,0.01719,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004,0.009012,0.003004
214,17578.1,1.44017,0.89095,0.01012,0.77905,0.75546,0.7839,0.45944,1.54435,0.8889,0.01719,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
215,17657.6,1.43893,0.89605,0.01008,0.77896,0.75447,0.78374,0.45937,1.54383,0.88953,0.01718,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938,0.008814,0.002938
216,17736.8,1.429,0.8879,0.01042,0.78082,0.75444,0.78393,0.45943,1.54239,0.89141,0.01717,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905,0.008715,0.002905
217,17816.3,1.44628,0.8845,0.01002,0.77638,0.75571,0.78352,0.4597,1.5425,0.89034,0.01718,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
218,17895.5,1.4145,0.87257,0.01013,0.77911,0.75437,0.78306,0.4597,1.54271,0.88955,0.01718,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839,0.008517,0.002839
219,17974.8,1.41493,0.88479,0.01002,0.77805,0.75577,0.78308,0.45951,1.54184,0.88998,0.01717,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806,0.008418,0.002806
220,18054.2,1.41756,0.87696,0.00999,0.78973,0.74995,0.78323,0.45955,1.54151,0.88967,0.01717,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
221,18133.4,1.43553,0.90074,0.00996,0.79061,0.7504,0.78346,0.46006,1.54112,0.88973,0.01716,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274,0.00822,0.00274
222,18213.1,1.40893,0.88052,0.01014,0.78996,0.75038,0.78348,0.45983,1.54107,0.89202,0.01716,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707,0.008121,0.002707
223,18292.4,1.38365,0.85202,0.01002,0.79078,0.75013,0.78405,0.45988,1.54158,0.89125,0.01717,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
224,18371.4,1.40252,0.86201,0.01005,0.78645,0.75335,0.78433,0.46026,1.5411,0.89017,0.01715,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641,0.007923,0.002641
225,18450.9,1.40334,0.85,0.00986,0.78683,0.75294,0.78386,0.46012,1.54107,0.89047,0.01715,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608,0.007824,0.002608
226,18530.1,1.41615,0.87643,0.00976,0.78922,0.75134,0.78369,0.46024,1.5403,0.88917,0.01715,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
227,18609.2,1.39809,0.85047,0.00986,0.7861,0.75297,0.7831,0.46032,1.54044,0.88982,0.01715,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542,0.007626,0.002542
228,18688.7,1.42172,0.85803,0.00961,0.78547,0.75291,0.7827,0.46049,1.53979,0.89035,0.01714,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509,0.007527,0.002509
229,18767.9,1.38927,0.84503,0.00994,0.78605,0.75108,0.78222,0.46051,1.53922,0.89037,0.01712,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
230,18847.3,1.39728,0.85187,0.00979,0.78678,0.75102,0.78211,0.46077,1.53947,0.88902,0.01712,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443,0.007329,0.002443
231,18926.3,1.3998,0.84823,0.00968,0.7909,0.74989,0.78227,0.46106,1.53818,0.88882,0.01712,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241,0.00723,0.00241
232,19005.6,1.39291,0.84098,0.00974,0.79065,0.75018,0.78203,0.46084,1.53739,0.88819,0.0171,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
233,19084.8,1.37483,0.82838,0.00986,0.78563,0.75323,0.78182,0.46094,1.5373,0.88895,0.01709,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344,0.007032,0.002344
234,19163.9,1.38994,0.84172,0.00983,0.78705,0.7506,0.7817,0.46136,1.53678,0.88987,0.01708,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311,0.006933,0.002311
235,19243,1.3657,0.83544,0.00982,0.78388,0.75303,0.78142,0.46139,1.53662,0.88924,0.01707,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
236,19322.3,1.37113,0.81375,0.00971,0.78539,0.7528,0.78163,0.46114,1.53687,0.88938,0.01708,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245,0.006735,0.002245
237,19401.5,1.36795,0.81966,0.00959,0.78593,0.7524,0.78153,0.46124,1.53624,0.89051,0.01707,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212,0.006636,0.002212
238,19480.7,1.36683,0.82209,0.00948,0.78523,0.75297,0.78141,0.46132,1.53573,0.89154,0.01707,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
239,19559.8,1.36659,0.81489,0.0097,0.78779,0.74913,0.78103,0.46096,1.5351,0.89348,0.01706,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146,0.006438,0.002146
240,19638.7,1.33454,0.8089,0.00964,0.78744,0.75067,0.78048,0.46114,1.53439,0.89481,0.01705,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113,0.006339,0.002113
241,19718.4,1.367,0.82114,0.00931,0.7876,0.74983,0.78094,0.46139,1.53473,0.89651,0.01706,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
242,19798.2,1.39213,0.83295,0.00943,0.78671,0.75181,0.78077,0.46154,1.53442,0.89847,0.01705,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047,0.006141,0.002047
243,19877.7,1.34822,0.80737,0.00963,0.78709,0.75156,0.78022,0.46137,1.53471,0.89937,0.01706,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
244,19957.5,1.32717,0.80343,0.00955,0.78468,0.75235,0.7802,0.46095,1.53439,0.90182,0.01705,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
245,20037.9,1.34739,0.81302,0.00968,0.78682,0.7523,0.78031,0.46133,1.53438,0.89997,0.01705,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
246,20117.6,1.36344,0.80536,0.00925,0.78609,0.75276,0.77959,0.46113,1.53469,0.89952,0.01706,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915,0.005745,0.001915
247,20197.3,1.34474,0.80795,0.00952,0.7922,0.75053,0.77964,0.46174,1.535,0.89836,0.01707,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
248,20277,1.30523,0.77725,0.00976,0.79339,0.7497,0.77885,0.46162,1.53389,0.89767,0.01707,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849,0.005547,0.001849
249,20356.1,1.33476,0.78214,0.00932,0.792,0.75054,0.779,0.46168,1.53308,0.89772,0.01706,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
250,20435.2,1.33277,0.78487,0.00929,0.79632,0.7481,0.77935,0.46144,1.53357,0.89876,0.01707,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
251,20514.5,1.33469,0.80119,0.00916,0.7972,0.74922,0.77981,0.46178,1.53299,0.89894,0.01707,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
252,20594.1,1.32826,0.77779,0.00946,0.79607,0.7481,0.77958,0.46183,1.53321,0.89861,0.01708,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717,0.005151,0.001717
253,20674,1.31832,0.77445,0.00931,0.79115,0.75073,0.77865,0.46178,1.53284,0.90028,0.01707,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
254,20753.7,1.32473,0.7748,0.00901,0.79788,0.74704,0.77852,0.46158,1.53263,0.9021,0.01705,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651,0.004953,0.001651
255,20833.1,1.32692,0.78294,0.0092,0.79658,0.74635,0.77769,0.4615,1.53223,0.90354,0.01705,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
256,20912.2,1.28953,0.75893,0.00938,0.79998,0.74372,0.77747,0.46167,1.53164,0.90398,0.01704,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
257,20991.8,1.30042,0.76925,0.00923,0.80298,0.74198,0.77716,0.46136,1.53132,0.90589,0.01704,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
258,21071.3,1.31406,0.77054,0.00913,0.80217,0.74357,0.77654,0.46133,1.53172,0.90594,0.01705,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519,0.004557,0.001519
259,21150.6,1.30142,0.75247,0.00903,0.80044,0.7432,0.77586,0.46161,1.53192,0.90694,0.01705,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
260,21229.9,1.29668,0.76391,0.00921,0.80201,0.74115,0.77586,0.4617,1.53113,0.90843,0.01705,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453,0.004359,0.001453
261,21309.1,1.30994,0.76898,0.00907,0.79747,0.7446,0.77544,0.46155,1.53139,0.9083,0.01705,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
262,21388.3,1.28612,0.73911,0.00874,0.79968,0.74343,0.7754,0.46172,1.53081,0.90933,0.01705,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
263,21468,1.29518,0.74802,0.00895,0.79952,0.74347,0.77516,0.46148,1.53029,0.9076,0.01703,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
264,21547.5,1.30969,0.76434,0.00896,0.80005,0.74319,0.77476,0.46123,1.5298,0.90966,0.01704,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321,0.003963,0.001321
265,21626.9,1.29849,0.74744,0.0088,0.80532,0.73885,0.77434,0.4614,1.52957,0.9108,0.01703,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
266,21706.4,1.28842,0.74727,0.00889,0.8012,0.74185,0.77447,0.46163,1.52972,0.91128,0.01703,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255,0.003765,0.001255
267,21786.1,1.27018,0.73546,0.00914,0.80151,0.74145,0.77298,0.46132,1.5294,0.91275,0.01702,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
268,21865.5,1.2712,0.72398,0.00858,0.80373,0.74099,0.77305,0.46148,1.529,0.91391,0.01701,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
269,21945.2,1.2794,0.73802,0.00869,0.80671,0.73958,0.77252,0.46113,1.52834,0.91615,0.017,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
270,22024.5,1.27349,0.71729,0.0087,0.80566,0.74123,0.77303,0.46119,1.52922,0.91621,0.017,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123,0.003369,0.001123
271,22104.7,1.2207,0.52617,0.00793,0.80369,0.7427,0.7724,0.46099,1.52815,0.91684,0.01699,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
272,22184.5,1.2126,0.52063,0.00776,0.80087,0.74333,0.77094,0.46072,1.52812,0.91938,0.01698,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057,0.003171,0.001057
273,22264.3,1.18456,0.51097,0.00755,0.80192,0.74219,0.77014,0.46051,1.52745,0.92064,0.01699,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
274,22343.7,1.1653,0.49994,0.00775,0.80376,0.74191,0.77031,0.46073,1.52638,0.92263,0.01698,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
275,22423.1,1.17907,0.5095,0.00741,0.80063,0.74262,0.76953,0.46043,1.52653,0.92261,0.01701,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
276,22502.7,1.16414,0.49877,0.00753,0.80545,0.7407,0.76937,0.46067,1.52622,0.92233,0.01701,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925,0.002775,0.000925
277,22582.2,1.17538,0.50201,0.00736,0.80519,0.74134,0.76882,0.46092,1.52607,0.92336,0.01702,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
278,22661.9,1.15833,0.48488,0.00728,0.80672,0.7405,0.76928,0.4609,1.52595,0.92453,0.01703,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859,0.002577,0.000859
279,22741.6,1.15201,0.48554,0.00729,0.80735,0.74013,0.76888,0.46093,1.52602,0.92617,0.01703,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
280,22820.9,1.12958,0.47309,0.00719,0.805,0.74059,0.76873,0.4608,1.52543,0.92771,0.01702,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
281,22900.3,1.13469,0.47807,0.00718,0.80756,0.74126,0.76872,0.46092,1.52579,0.92686,0.01702,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
